age_op,age_th,edu_op,edu_th,hours_op,hours_th,gain_val,original_spd,selected_rows,selectivity,male_ratio,female_ratio,positive_rate,male_positive_rate,female_positive_rate,age_percentile,edu_percentile,hours_percentile,repair_age_op,repair_age_th,repair_edu_op,repair_edu_th,repair_hours_op,repair_hours_th,repair_gain_val,repair_spd,distance,delta_age,delta_edu,delta_hours,delta_gain
<=,51,>=,2,>=,23,1,0.20752486949670046,1920,0.05896624796535733,0.7765625,0.2234375,0.6296875,0.676056338028169,0.46853146853146854,0.8198765394183225,0.00672583765854857,0.09265685943306409,<=,49,>=,2,>=,23,1,0.19528270395806846,0.0392156862745098,-2,0,0,0
>=,25,>=,7,>=,49,0,0.22082930989895347,4977,0.1528515708976997,0.8374522804902552,0.16254771950974484,0.41731967048422747,0.45321497120921306,0.2323856613102596,0.19689198734682595,0.11731826418107552,0.8015417216915942,>=,25,>=,7,>=,49,1,0.1717171717171717,1.0,0,0,0,1
>=,43,>=,10,>=,42,0,0.3427738428808635,1990,0.061116059089094316,0.807035175879397,0.192964824120603,0.5552763819095478,0.6214196762141968,0.2786458333333333,0.6595620527625073,0.6770369460397407,0.7135837351432696,>=,42,>=,10,>=,42,1,0.18915343915343918,1.0232558139534884,-1,0,0,1
>=,32,>=,2,<=,52,0,0.21482758648187217,16530,0.5076625410767482,0.6723532970356927,0.3276467029643073,0.26999395039322444,0.34038150080978946,0.1255539143279173,0.3773839869782869,0.00672583765854857,0.8927551365130063,>=,32,>=,2,<=,49,0,0.1975689994396833,0.057692307692307696,0,0,-3,0
>=,40,>=,1,>=,52,0,0.293189966614795,1503,0.04615951598538128,0.8476380572188955,0.15236194278110446,0.4537591483699268,0.49843014128728413,0.2052401746724891,0.5871441294800528,0.001566290961579804,0.8927551365130063,>=,40,>=,1,>=,50,1,0.18158685132654762,1.0384615384615385,0,0,-2,1
>=,30,<=,13,>=,28,1,0.22672364672364675,1729,0.053100334756303554,0.8120300751879699,0.18796992481203006,0.6425679583574321,0.6851851851851852,0.4584615384615385,0.3246829028592488,0.9167101747489328,0.12557968121372193,>=,30,<=,14,>=,24,1,0.19783048156478555,0.21978021978021978,0,1,-4,0
>=,47,>=,8,>=,53,1,0.21370967741935487,171,0.005251681459414637,0.9064327485380117,0.0935672514619883,0.8187134502923976,0.8387096774193549,0.625,0.7487177912226283,0.13061638156076288,0.8935229262000552,>=,49,>=,8,>=,53,1,0.18489583333333337,0.0425531914893617,2,0,0,0
<=,52,>=,1,>=,34,1,0.21865052927677842,1897,0.05825988145327232,0.7912493410648392,0.2087506589351608,0.6452293094359515,0.6908727514990006,0.4722222222222222,0.8345566782346979,0.001566290961579804,0.1714627929117656,<=,46,>=,1,>=,34,1,0.19597560013413023,0.11538461538461539,-6,0,0,0
>=,50,>=,10,<=,49,1,0.2852941176470589,338,0.010380516568901446,0.7988165680473372,0.20118343195266272,0.742603550295858,0.8,0.5147058823529411,0.8016031448665581,0.6770369460397407,0.8015417216915942,>=,50,>=,13,<=,49,1,0.18540433925049316,0.3,0,3,0,0
>=,34,<=,14,>=,20,1,0.21140244067429714,1836,0.05638647461687295,0.7924836601307189,0.20751633986928106,0.6688453159041394,0.7127147766323024,0.5013123359580053,0.4314670925340131,0.9696262399803446,0.08992352814716993,>=,37,<=,14,>=,21,1,0.19853896831443552,0.13823529411764707,3,0,1,0
>=,56,<=,14,<=,59,1,0.2305304566967853,421,0.012929578329903872,0.7577197149643705,0.24228028503562946,0.517814726840855,0.5736677115987461,0.3431372549019608,0.8856607598046743,0.9696262399803446,0.9206105463591413,>=,56,<=,12,<=,59,1,0.13333333333333336,0.14285714285714285,0,-2,0,0
<=,57,>=,3,<=,54,1,0.21150629637332413,1889,0.058014188753416664,0.7421916357861302,0.25780836421386977,0.6066701958708312,0.6611982881597718,0.44969199178644764,0.8966555081232149,0.01695279629004023,0.8947821012868156,<=,53,>=,3,<=,54,1,0.19807074171092715,0.07017543859649122,-4,0,0,0
>=,54,>=,5,<=,41,1,0.2685915492957746,384,0.011793249593071466,0.7395833333333334,0.2604166666666667,0.5286458333333334,0.5985915492957746,0.33,0.8615521636313381,0.05257823776911028,0.7068578974847209,>=,54,>=,5,<=,39,1,0.18514851485148515,0.04878048780487805,0,0,-2,0
<=,54,<=,13,>=,60,1,0.2774193548387096,170,0.00522096987193268,0.9117647058823529,0.08823529411764706,0.6529411764705882,0.6774193548387096,0.4,0.8615521636313381,0.9167101747489328,0.9659101378950278,<=,54,<=,13,>=,61,0,0.19480722720159344,1.0166666666666666,0,0,1,-1
>=,35,>=,10,>=,60,0,0.3106481481481482,935,0.02871533429562974,0.8556149732620321,0.1443850267379679,0.5176470588235295,0.5625,0.2518518518518518,0.45837044316820735,0.6770369460397407,0.9659101378950278,>=,35,>=,11,>=,60,1,0.12633181126331805,1.1,0,1,0,1
<=,45,>=,11,<=,53,0,0.22123903345644758,5642,0.17327477657320106,0.629918468628146,0.37008153137185396,0.3021978021978022,0.38407428249859316,0.16283524904214558,0.7043395473112005,0.7194803599398053,0.8935229262000552,<=,43,>=,11,<=,53,0,0.19800204394641982,0.044444444444444446,-2,0,0,0
>=,59,>=,6,<=,41,0,0.21116539580429955,1809,0.05555726175486011,0.6390270867882808,0.3609729132117192,0.2023217247097844,0.27854671280276816,0.06738131699846861,0.9187985626977059,0.08123214888977612,0.7068578974847209,>=,60,>=,6,<=,41,0,0.19908372987749315,0.01694915254237288,1,0,0,0
>=,56,>=,10,<=,40,1,0.3414677276746242,184,0.005650932096680077,0.7880434782608695,0.21195652173913043,0.6793478260869565,0.7517241379310344,0.41025641025641024,0.8856607598046743,0.6770369460397407,0.7057522803353705,>=,56,>=,9,<=,39,1,0.12720306513409962,0.125,0,-1,-1,0
>=,45,>=,10,>=,43,0,0.36173470382867506,1614,0.04956850219587851,0.8042131350681536,0.19578686493184635,0.5693928128872366,0.6402157164869029,0.27848101265822783,0.7043395473112005,0.6770369460397407,0.7182211848530451,>=,45,>=,10,>=,43,1,0.19285714285714295,1.0,0,0,0,1
>=,40,>=,16,<=,41,0,0.30706287683031874,113,0.0034704093854611346,0.7610619469026548,0.23893805309734514,0.7522123893805309,0.8255813953488372,0.5185185185185185,0.5871441294800528,1.0,0.7068578974847209,>=,40,>=,14,<=,41,1,0.148962148962149,1.125,0,-2,0,1
>=,51,>=,9,>=,40,0,0.32365682299287113,3303,0.10144037345290378,0.7481077808053285,0.25189221919467153,0.3923705722070845,0.47389720760825577,0.1502403846153846,0.8198765394183225,0.4531187617087927,0.7057522803353705,>=,51,>=,9,>=,41,1,0.11695278969957079,1.025,0,0,1,1
<=,50,>=,6,>=,59,0,0.2162211695708566,1818,0.05583366604219772,0.8481848184818482,0.15181518151815182,0.3536853685368537,0.3865110246433204,0.17028985507246377,0.8016031448665581,0.08123214888977612,0.9206105463591413,<=,51,>=,6,>=,61,0,0.19953094822036238,0.05389830508474576,1,0,2,0
>=,43,>=,3,>=,45,1,0.22848420805447933,552,0.01695279629004023,0.907608695652174,0.09239130434782608,0.8152173913043478,0.8363273453093812,0.6078431372549019,0.6595620527625073,0.01695279629004023,0.7807499769663094,>=,43,>=,3,>=,46,1,0.1761838049873915,0.022222222222222223,0,0,1,0
<=,45,>=,12,>=,24,0,0.2691588499916839,5253,0.16132796904271982,0.6704740148486579,0.32952598515134207,0.3641728536074624,0.45286768881317435,0.18370883882149047,0.7043395473112005,0.7522496237830534,0.10039617947851724,<=,43,>=,10,>=,24,0,0.19380897148528484,0.2111111111111111,-2,-2,0,0
>=,41,>=,10,>=,47,0,0.3085008032146894,1749,0.05371456650594269,0.8273299028016009,0.1726700971983991,0.5631789594053745,0.6164478230822391,0.3079470198675497,0.6119590921654741,0.6770369460397407,0.7847731949264457,>=,42,>=,10,>=,47,1,0.1917203698514991,1.024390243902439,1,0,0,1
>=,28,>=,10,<=,44,1,0.22276422764227644,861,0.02644267682196493,0.7142857142857143,0.2857142857142857,0.6957026713124274,0.759349593495935,0.5365853658536586,0.2732717054144529,0.6770369460397407,0.7247320413992199,>=,28,>=,9,<=,44,1,0.18209465825050636,0.1,0,-1,0,0
>=,25,>=,9,<=,59,1,0.2096302765353822,2098,0.06443291053714567,0.7645376549094376,0.23546234509056244,0.6582459485224023,0.7076059850374065,0.4979757085020243,0.19689198734682595,0.4531187617087927,0.9206105463591413,>=,23,>=,9,<=,59,0,0.199467769343893,1.08,-2,0,0,-1
>=,27,>=,8,>=,54,1,0.23027660444202214,399,0.01225392340530082,0.8972431077694235,0.10275689223057644,0.7919799498746867,0.8156424581005587,0.5853658536585366,0.2466447590675962,0.13061638156076288,0.8947821012868156,>=,27,>=,8,>=,50,1,0.15719814241486074,0.07407407407407407,0,0,-4,0
<=,46,>=,10,>=,53,0,0.2596832840588575,1409,0.04327262676207733,0.8190205819730305,0.18097941802696949,0.41660752306600424,0.46360485268630847,0.20392156862745098,0.7269739872854027,0.6770369460397407,0.8935229262000552,<=,46,>=,9,>=,50,0,0.1942674407627679,0.15660377358490568,0,-1,-3,0
>=,46,>=,9,>=,54,0,0.3017828705533005,802,0.024630693160529467,0.8466334164588528,0.15336658354114713,0.4912718204488778,0.5375552282768777,0.23577235772357724,0.7269739872854027,0.4531187617087927,0.8947821012868156,>=,47,>=,9,>=,56,1,0.18283093053735255,1.0587761674718197,1,0,2,1
<=,59,<=,12,>=,25,1,0.22160399218415183,1271,0.039034427689567275,0.7820613690007868,0.2179386309992132,0.5090479937057435,0.5573440643863179,0.33574007220216606,0.9187985626977059,0.7522496237830534,0.12109578944135622,<=,59,<=,9,>=,25,1,0.16764824526018557,0.25,0,-3,0,0
>=,25,>=,8,<=,51,1,0.20198449407515084,1987,0.061023924326648445,0.7569199798691495,0.24308002013085053,0.6477101157523906,0.6968085106382979,0.494824016563147,0.19689198734682595,0.13061638156076288,0.8885169374404963,>=,25,>=,8,<=,49,1,0.18969637956979724,0.0392156862745098,0,0,-2,0
>=,28,>=,5,<=,54,0,0.20636275148442784,18589,0.5708976997020976,0.666630803163161,0.33336919683683897,0.2611759642799505,0.3299709489993544,0.12360819751492658,0.2732717054144529,0.05257823776911028,0.8947821012868156,>=,26,>=,5,<=,54,0,0.19632980360330765,0.07142857142857142,-2,0,0,0
>=,45,<=,12,>=,43,1,0.31649484536082473,209,0.006418721783729001,0.9282296650717703,0.07177033492822966,0.69377990430622,0.7164948453608248,0.4,0.7043395473112005,0.7522496237830534,0.7182211848530451,>=,49,<=,12,>=,42,1,0.19798657718120805,0.11214470284237726,4,0,-1,0
<=,56,>=,13,>=,23,1,0.20379201185424656,937,0.028776757470593654,0.7844183564567769,0.21558164354322304,0.8281750266808965,0.8721088435374149,0.6683168316831684,0.8856607598046743,0.9167101747489328,0.09265685943306409,<=,54,>=,13,>=,23,1,0.19708537753650535,0.03571428571428571,-2,0,0,0
<=,54,<=,15,>=,30,1,0.21386792245230285,2002,0.0614845981388778,0.7827172827172827,0.21728271728271728,0.6363636363636364,0.6828334396936822,0.4689655172413793,0.8615521636313381,0.9873161143699518,0.16108227634286415,<=,54,<=,15,>=,30,0,0.17611909949773463,1.0,0,0,0,-1
>=,48,<=,10,>=,29,0,0.2242636027469625,4262,0.1308927858481005,0.7038948850305021,0.2961051149694979,0.2339277334584702,0.30033333333333334,0.07606973058637084,0.7653941832253309,0.6770369460397407,0.12579466232609562,>=,48,<=,9,>=,29,0,0.19651010541865305,0.1,0,-1,0,0
>=,54,<=,16,<=,57,0,0.23767492793395745,4028,0.12370627437732257,0.6804865938430983,0.3195134061569017,0.24875868917576963,0.3246990149580445,0.08702408702408702,0.8615521636313381,1.0,0.9195970639722367,>=,58,<=,15,<=,57,0,0.19621685530299587,0.13657407407407407,4,-1,0,0
>=,41,<=,13,<=,49,0,0.21374356701442188,8574,0.2633211510702988,0.6488220200606485,0.3511779799393515,0.23466293445299743,0.30972496854215353,0.09598140152773164,0.6119590921654741,0.9167101747489328,0.8015417216915942,>=,41,<=,12,<=,49,0,0.1830034142867471,0.07692307692307693,0,-1,0,0
<=,57,<=,12,>=,49,1,0.23979591836734698,322,0.009889131169190135,0.9130434782608695,0.08695652173913043,0.6118012422360248,0.6326530612244898,0.39285714285714285,0.8966555081232149,0.7522496237830534,0.8015417216915942,<=,58,<=,13,>=,49,1,0.19569067296340026,0.10087719298245613,1,1,0,0
>=,52,<=,13,>=,53,0,0.2813020884400431,391,0.012008230705445164,0.8414322250639387,0.1585677749360614,0.3657289002557545,0.41033434650455924,0.12903225806451613,0.8345566782346979,0.9167101747489328,0.8935229262000552,>=,52,<=,12,>=,50,0,0.1843475597304472,0.13352685050798258,0,-1,-3,0
>=,34,<=,12,>=,60,1,0.31615120274914094,106,0.003255428273087436,0.9150943396226415,0.08490566037735849,0.6226415094339622,0.6494845360824743,0.3333333333333333,0.4314670925340131,0.7522496237830534,0.9659101378950278,>=,34,<=,14,>=,60,1,0.19296933433059094,0.16666666666666666,0,2,0,0
>=,26,<=,15,>=,30,1,0.20385002904116734,2291,0.07036024692116336,0.7987778262767351,0.20122217372326495,0.6660846791793976,0.7071038251366121,0.5032537960954447,0.22100058352016216,0.9873161143699518,0.16108227634286415,>=,30,<=,16,>=,30,1,0.19741262182662378,0.2205128205128205,4,1,0,0
<=,51,>=,3,>=,34,1,0.22174138428249685,1842,0.05657074414176469,0.7888165038002172,0.21118349619978286,0.6427795874049945,0.6896077081899519,0.46786632390745503,0.8198765394183225,0.01695279629004023,0.1714627929117656,<=,46,>=,3,>=,34,1,0.1951867819647869,0.09803921568627451,-5,0,0,0
>=,26,>=,11,>=,60,1,0.21385474860335185,204,0.006265163846319216,0.8774509803921569,0.12254901960784313,0.8676470588235294,0.8938547486033519,0.68,0.22100058352016216,0.7194803599398053,0.9659101378950278,>=,26,>=,11,>=,56,1,0.19719507012324688,0.06666666666666667,0,0,-4,0
>=,52,>=,2,<=,41,0,0.2124872857453773,3844,0.11805534228064249,0.646462018730489,0.3535379812695109,0.2190426638917794,0.2941649899396378,0.08167770419426049,0.8345566782346979,0.00672583765854857,0.7068578974847209,>=,52,>=,2,<=,39,0,0.12841108857336037,0.04878048780487805,0,0,-2,0
<=,41,<=,14,>=,59,1,0.246969696969697,122,0.003746813672798747,0.9016393442622951,0.09836065573770492,0.639344262295082,0.6636363636363637,0.4166666666666667,0.6119590921654741,0.9696262399803446,0.9206105463591413,<=,41,<=,14,>=,59,0,0.18952629682997119,1.0,0,0,0,-1
>=,33,<=,12,>=,52,0,0.24540537218022007,1480,0.045453149473296275,0.8621621621621621,0.13783783783783785,0.32432432432432434,0.35815047021943575,0.11274509803921569,0.40425662602499923,0.7522496237830534,0.8927551365130063,>=,33,<=,13,>=,50,1,0.195158002038736,1.1217948717948718,0,1,-2,1
>=,26,<=,10,>=,60,0,0.22657919211723598,1217,0.0373760019655416,0.8775677896466721,0.12243221035332785,0.27937551355792933,0.30711610486891383,0.08053691275167785,0.22100058352016216,0.6770369460397407,0.9659101378950278,>=,26,<=,10,>=,62,0,0.1996988566761944,0.03333333333333333,0,0,2,0
>=,49,>=,12,>=,31,0,0.3761378955180927,1473,0.04523816836092258,0.7596741344195519,0.24032586558044808,0.5682281059063137,0.6586237712243074,0.2824858757062147,0.7831147692024201,0.7522496237830534,0.16123583428027394,>=,48,>=,12,>=,31,1,0.18489852081183356,1.0204081632653061,-1,0,0,1
>=,31,>=,12,<=,47,0,0.3010568378989432,3977,0.12213998341574275,0.6831782750817199,0.3168217249182801,0.4342469197887855,0.5296282664703718,0.22857142857142856,0.35195479254322654,0.7522496237830534,0.7847731949264457,>=,30,>=,12,<=,47,1,0.19697073915615415,1.032258064516129,-1,0,0,1
>=,30,>=,6,>=,35,1,0.21323666542334951,2063,0.06335800497527717,0.814348036839554,0.18565196316044597,0.7193407658749394,0.7589285714285714,0.5456919060052219,0.3246829028592488,0.08123214888977612,0.21129572187586376,>=,30,>=,6,>=,41,1,0.1463765797472405,0.17142857142857143,0,0,6,0
>=,37,>=,12,>=,32,0,0.36771967941372286,4008,0.12309204262768343,0.7592315369261478,0.2407684630738523,0.5496506986027944,0.6381860006572462,0.2704663212435233,0.5122999907865238,0.7522496237830534,0.1694051165504745,>=,37,>=,12,>=,33,1,0.19935740514075884,1.03125,0,0,1,1
>=,43,>=,5,<=,40,1,0.22615946731622322,768,0.02358649918614293,0.7434895833333334,0.2565104166666667,0.625,0.6830122591943958,0.45685279187817257,0.6595620527625073,0.05257823776911028,0.7057522803353705,>=,43,>=,5,<=,39,1,0.09191176470588236,0.025,0,0,-1,0
>=,48,>=,9,>=,58,0,0.2995908752789487,510,0.01566290961579804,0.8549019607843137,0.1450980392156863,0.4588235294117647,0.5022935779816514,0.20270270270270271,0.7653941832253309,0.4531187617087927,0.9204569884217315,>=,47,>=,9,>=,58,1,0.19047619047619047,1.0208333333333333,-1,0,0,1
>=,49,>=,14,<=,47,0,0.3868309891844219,463,0.014219465004146064,0.7213822894168467,0.2786177105831533,0.5658747300215983,0.6736526946107785,0.2868217054263566,0.7831147692024201,0.9696262399803446,0.7847731949264457,>=,49,>=,14,<=,47,1,0.11022727272727273,1.0,0,0,0,1
<=,56,<=,12,>=,54,0,0.20238848227463027,1833,0.056294339854427076,0.8625204582651391,0.13747954173486088,0.2618657937806874,0.28969006957621757,0.0873015873015873,0.8856607598046743,0.7522496237830534,0.8947821012868156,<=,56,<=,12,>=,50,0,0.18738357145407003,0.07407407407407407,0,0,-4,0
<=,49,>=,5,>=,40,1,0.21382479807058985,1585,0.04867786615890175,0.7987381703470031,0.20126182965299685,0.6410094637223974,0.684044233807267,0.4702194357366771,0.7831147692024201,0.05257823776911028,0.7057522803353705,<=,49,>=,5,>=,41,1,0.1564102564102564,0.025,0,0,1,0
<=,50,<=,13,>=,60,0,0.22317445667699476,1610,0.049445655845950676,0.8565217391304348,0.14347826086956522,0.2993788819875776,0.331399564902103,0.10822510822510822,0.8016031448665581,0.9167101747489328,0.9659101378950278,<=,50,<=,13,>=,61,0,0.18890735746095466,0.016666666666666666,0,0,1,0
>=,37,>=,9,>=,39,0,0.29974397907605616,10477,0.3217653020484629,0.7425789825331679,0.2574210174668321,0.38016607807578506,0.45732647814910027,0.1575824990730441,0.5122999907865238,0.4531187617087927,0.23841405362243173,>=,37,>=,9,>=,41,1,0.16980407222435645,1.0512820512820513,0,0,2,1
>=,58,>=,2,<=,42,1,0.21520146520146516,318,0.009766284819262307,0.7358490566037735,0.2641509433962264,0.4559748427672956,0.5128205128205128,0.2976190476190476,0.9078959491416111,0.00672583765854857,0.7135837351432696,>=,58,>=,2,<=,39,1,0.1497326203208556,0.07142857142857142,0,0,-3,0
<=,56,>=,9,>=,56,1,0.2506105006105006,262,0.008046435920272718,0.8931297709923665,0.10687022900763359,0.7595419847328244,0.7863247863247863,0.5357142857142857,0.8856607598046743,0.4531187617087927,0.9190749669850434,<=,56,>=,9,>=,50,1,0.17880155237405526,0.10714285714285714,0,0,-6,0
>=,50,>=,12,<=,49,0,0.3244681674015626,1144,0.03513405607935874,0.7290209790209791,0.270979020979021,0.47202797202797203,0.5599520383693045,0.23548387096774193,0.8016031448665581,0.7522496237830534,0.8015417216915942,>=,50,>=,13,<=,49,1,0.18540433925049316,1.0833333333333333,0,1,0,1
>=,30,>=,2,>=,31,0,0.23521414776102118,18183,0.5584287951844231,0.7181433206841555,0.28185667931584446,0.3016003959742617,0.3678970745902895,0.1326829268292683,0.3246829028592488,0.00672583765854857,0.16123583428027394,>=,30,>=,2,>=,30,1,0.19613491471987043,1.032258064516129,0,0,-1,1
<=,45,<=,11,>=,44,1,0.26924904942965777,295,0.009059918307177298,0.8915254237288136,0.10847457627118644,0.5525423728813559,0.5817490494296578,0.3125,0.7043395473112005,0.7194803599398053,0.7247320413992199,<=,45,<=,11,>=,40,1,0.1971587704455725,0.09090909090909091,0,0,-4,0
<=,50,<=,13,>=,46,1,0.2185374149659864,497,0.0152636589785326,0.8873239436619719,0.11267605633802817,0.676056338028169,0.7006802721088435,0.48214285714285715,0.8016031448665581,0.9167101747489328,0.7832683271398299,<=,50,<=,13,>=,45,1,0.19051833696441534,0.021739130434782608,0,0,-1,0
>=,44,>=,9,>=,55,1,0.244559585492228,213,0.006541568133656829,0.9061032863849765,0.09389671361502347,0.8215962441314554,0.844559585492228,0.6,0.6817972420994441,0.4531187617087927,0.9160959429992936,>=,47,>=,9,>=,56,1,0.18283093053735255,0.08636363636363636,3,0,1,0
<=,55,>=,11,>=,48,0,0.2586612294577468,2343,0.07195724947022511,0.8032437046521553,0.19675629534784464,0.528809218950064,0.5797024442082891,0.3210412147505423,0.874420318786278,0.7194803599398053,0.8006510856546175,<=,55,>=,11,>=,48,1,0.17290640394088674,1.0,0,0,0,1
>=,37,>=,13,>=,49,0,0.31524774206681094,1282,0.0393722551518688,0.8354134165366615,0.16458658346333854,0.6614664586583463,0.7133520074696545,0.3981042654028436,0.5122999907865238,0.9167101747489328,0.8015417216915942,>=,37,>=,15,>=,49,0,0.0673738532110092,0.15384615384615385,0,2,0,0
>=,39,<=,13,>=,24,0,0.249215579475416,10913,0.3351555541905961,0.7000824704480895,0.2999175295519106,0.2832401722716027,0.3579842931937173,0.10876871371830125,0.562759129019379,0.9167101747489328,0.10039617947851724,>=,35,<=,12,>=,24,0,0.19507690238357223,0.1794871794871795,-4,-1,0,0
<=,50,<=,15,<=,59,1,0.20328762028729486,1664,0.05110408156997635,0.7361778846153846,0.26382211538461536,0.5847355769230769,0.6383673469387755,0.43507972665148065,0.8016031448665581,0.9873161143699518,0.9206105463591413,<=,49,<=,15,<=,59,1,0.1967635878955422,0.02,-1,0,0,0
<=,55,>=,10,<=,59,1,0.2482756537107812,1308,0.04017075642639968,0.7377675840978594,0.2622324159021407,0.7079510703363915,0.7730569948186529,0.5247813411078717,0.874420318786278,0.6770369460397407,0.9206105463591413,<=,54,>=,11,<=,59,1,0.1973314086905027,0.1181818181818182,-1,1,0,0
<=,57,<=,12,>=,32,1,0.2258675775806397,1186,0.03642394275360093,0.7875210792580101,0.21247892074198987,0.515177065767285,0.563169164882227,0.3373015873015873,0.8966555081232149,0.7522496237830534,0.1694051165504745,<=,57,<=,9,>=,32,1,0.18320779796189635,0.25,0,-3,0,0
>=,57,<=,13,>=,23,1,0.2518570696721312,317,0.009735573231780351,0.807570977917981,0.19242902208201892,0.580441640378549,0.62890625,0.3770491803278688,0.8966555081232149,0.9167101747489328,0.09265685943306409,>=,57,<=,12,>=,23,1,0.18211648892534865,0.07692307692307693,0,-1,0,0
>=,46,<=,13,<=,50,0,0.23720872946334193,6789,0.20850096741500568,0.6653409927824422,0.3346590072175578,0.24937398733244956,0.3287580252379898,0.09154929577464789,0.7269739872854027,0.9167101747489328,0.8881176868032309,>=,46,<=,12,<=,49,0,0.19534433217574973,0.09692307692307693,0,-1,-1,0
<=,49,<=,13,>=,24,1,0.20745187428767703,1475,0.04529959153588649,0.7708474576271186,0.22915254237288135,0.559322033898305,0.6068601583113457,0.3994082840236686,0.7831147692024201,0.9167101747489328,0.10039617947851724,<=,49,<=,12,>=,24,1,0.18953422508823142,0.07692307692307693,0,-1,0,0
>=,44,<=,12,>=,34,1,0.2555898832277321,620,0.019041184238813305,0.817741935483871,0.18225806451612903,0.5983870967741935,0.6449704142011834,0.3893805309734513,0.6817972420994441,0.7522496237830534,0.1714627929117656,>=,40,<=,11,>=,34,1,0.19291542288557212,0.17424242424242425,-4,-1,0,0
<=,57,>=,12,>=,48,0,0.2693317486899682,2158,0.06627560578606308,0.8016682113067656,0.19833178869323448,0.5523632993512512,0.6057803468208093,0.3364485981308411,0.8966555081232149,0.7522496237830534,0.8006510856546175,<=,57,>=,15,>=,48,0,0.13574064312071688,0.25,0,3,0,0
<=,56,<=,15,<=,60,1,0.2220442310782581,2076,0.06375725561254261,0.7552986512524085,0.24470134874759153,0.6184971098265896,0.6728316326530612,0.4507874015748031,0.8856607598046743,0.9873161143699518,0.9659101378950278,<=,56,<=,15,<=,60,0,0.16636736541710706,1.0,0,0,0,-1
>=,38,>=,9,>=,58,0,0.30420277628652503,1159,0.035594729891588094,0.8654012079378774,0.13459879206212252,0.455565142364107,0.4965104685942173,0.19230769230769232,0.5376984736341022,0.4531187617087927,0.9204569884217315,>=,39,>=,9,>=,56,1,0.19865481623828973,1.0607985480943738,1,0,-2,1
<=,51,>=,1,<=,55,1,0.20930592213790833,1747,0.05365314333097878,0.7435603892386949,0.2564396107613051,0.5975958786491128,0.651270207852194,0.4419642857142857,0.8198765394183225,0.001566290961579804,0.9160959429992936,<=,50,>=,1,<=,54,1,0.19886987052885668,0.03778966131907308,-1,0,-1,0
>=,26,>=,10,<=,55,1,0.2256594500435486,1470,0.04514603359847671,0.7673469387755102,0.23265306122448978,0.7462585034013606,0.7987588652482269,0.5730994152046783,0.22100058352016216,0.6770369460397407,0.9160959429992936,>=,26,>=,9,<=,53,1,0.1994993742177723,0.13636363636363635,0,-1,-2,0
>=,25,<=,12,>=,44,1,0.2594268476621418,493,0.015140812628604772,0.896551724137931,0.10344827586206896,0.6247464503042597,0.6515837104072398,0.39215686274509803,0.19689198734682595,0.7522496237830534,0.7247320413992199,>=,25,<=,14,>=,44,1,0.18481122141997597,0.16666666666666666,0,2,0,0
<=,44,>=,16,>=,25,0,0.21709816612729238,139,0.004268910659992015,0.7410071942446043,0.2589928057553957,0.6330935251798561,0.6893203883495146,0.4722222222222222,0.6817972420994441,1.0,0.12109578944135622,<=,43,>=,16,>=,25,0,0.19849624060150378,0.022727272727272728,-1,0,0,0
<=,59,<=,14,>=,38,1,0.2261010861807834,1898,0.05829059304075428,0.8066385669125395,0.19336143308746048,0.6401475237091675,0.6838667537557153,0.45776566757493187,0.9187985626977059,0.9696262399803446,0.23724701329811737,<=,59,<=,14,>=,41,1,0.16632328872629243,0.07894736842105263,0,0,3,0
>=,58,<=,15,>=,21,0,0.23049942302536747,2231,0.06851755167224594,0.7077543702375616,0.29224562976243834,0.2505602868668758,0.31792273590880304,0.08742331288343558,0.9078959491416111,0.9873161143699518,0.0906606062467369,>=,62,<=,15,>=,20,0,0.1946606334841629,0.11658456486042693,4,0,-1,0
>=,41,<=,11,>=,55,0,0.2767472411981083,802,0.024630693160529467,0.8628428927680798,0.1371571072319202,0.3478802992518703,0.38583815028901736,0.10909090909090909,0.6119590921654741,0.7194803599398053,0.9160959429992936,>=,41,<=,8,>=,55,0,0.1473684210526316,0.2727272727272727,0,-3,0,0
>=,28,>=,15,>=,36,0,0.2714372902044553,635,0.01950185805104266,0.8220472440944881,0.17795275590551182,0.7275590551181103,0.7758620689655172,0.504424778761062,0.2732717054144529,0.9873161143699518,0.2180522711218943,>=,29,>=,16,>=,35,0,0.198196898665705,0.13015873015873014,1,1,-1,0
>=,50,>=,7,>=,41,0,0.32135954135954137,1471,0.04517674518595866,0.8300475866757308,0.1699524133242692,0.486743711760707,0.5413595413595413,0.22,0.8016031448665581,0.11731826418107552,0.7068578974847209,>=,50,>=,7,>=,41,1,0.1398326572008114,1.0,0,0,0,1
<=,52,<=,13,>=,54,0,0.21996410167332525,2261,0.06943889929670465,0.8487394957983193,0.15126050420168066,0.31534719150818225,0.34861907243355916,0.1286549707602339,0.8345566782346979,0.9167101747489328,0.8947821012868156,<=,51,<=,13,>=,50,0,0.19720020230729124,0.0933048433048433,-1,0,-4,0
<=,46,>=,12,>=,23,1,0.20205342103152324,730,0.022419458861828567,0.7506849315068493,0.2493150684931507,0.7890410958904109,0.8394160583941606,0.6373626373626373,0.7269739872854027,0.7522496237830534,0.09265685943306409,<=,45,>=,12,>=,23,1,0.1952670723461798,0.021739130434782608,-1,0,0,0
